employee_id,fit_cultural,experiencia_rol,fuente,educacion,departamento,senority,tamano_compania,tipo_compania,empresas_previas,habilidades_cognitivas,perfil_exito
6903,0.579,si,agencia,graduado,datos,4,10000+,privada,3,0.4,0
23726,0.579,si,agencia,graduado,datos,14,50-99,privada,2,0.4,0
1945,0.579,si,agencia,graduado,datos,4,500-999,privada,2,0.4,0
658,0.579,si,agencia,graduado,datos,14,1000-4999,privada,2,0.4,0
17500,0.579,si,agencia,graduado,datos,5,50-99,privada,1,0.4,0
28998,0.579,si,agencia,graduado,datos,11,50-99,privada,5,0.4,0
32750,0.579,si,agencia,graduado,datos,16,10/49,privada,5,0.38,0
1064,0.579,si,agencia,graduado,datos,6,1000-4999,otra,5,0.38,0
3751,0.579,si,agencia,graduado,datos,19,100-500,privada,5,0.38,0
10934,0.579,si,agencia,graduado,datos,20,<10,startup,1,0.38,0
16040,0.579,si,agencia,graduado,datos,6,100-500,privada,1,0.37,0
24911,0.579,si,agencia,graduado,datos,20,50-99,privada,1,0.37,0
15790,0.579,si,agencia,graduado,datos,4,50-99,privada,1,0.37,0
14345,0.579,si,agencia,graduado,datos,12,500-999,privada,5,0.37,0
18041,0.579,si,agencia,graduado,datos,7,50-99,privada,1,0.36,0
17143,0.579,si,agencia,graduado,datos,20,100-500,privada,5,0.36,0
32119,0.579,si,agencia,graduado,datos,20,10000+,privada,5,0.36,0
25954,0.579,si,agencia,graduado,datos,20,1000-4999,privada,2,0.36,0
24778,0.579,si,agencia,graduado,datos,20,10000+,publica,2,0.36,0
30520,0.579,si,agencia,graduado,datos,6,500-999,publica,2,0.36,0
33113,0.579,si,agencia,graduado,marketing,19,50-99,startup,1,0.36,0
18240,0.579,si,agencia,graduado,datos,20,50-99,privada,1,0.36,0
9930,0.579,si,agencia,graduado,datos,16,10000+,privada,2,0.34,0
29439,0.579,si,agencia,graduado,people,12,500-999,startup,1,0.34,0
20008,0.579,si,agencia,graduado,datos,18,100-500,privada,5,0.34,0
23608,0.579,si,agencia,graduado,datos,20,100-500,privada,5,0.34,0
722,0.579,si,agencia,graduado,datos,18,100-500,ong,4,0.34,0
653,0.579,si,agencia,graduado,datos,20,10000+,privada,3,0.34,0
14194,0.579,si,agencia,graduado,datos,10,1000-4999,privada,5,0.34,0
29041,0.579,si,agencia,graduado,datos,17,5000-9999,privada,5,0.34,0
30873,0.579,si,agencia,graduado,datos,13,10/49,startup,1,0.34,0
28424,0.579,si,agencia,graduado,datos,18,50-99,privada,5,0.34,0
32271,0.579,si,agencia,graduado,datos,2,50-99,privada,1,0.34,0
3348,0.579,si,agencia,graduado,datos,4,10/49,startup,1,0.34,0
25945,0.579,si,agencia,graduado,datos,10,10/49,privada,2,0.34,0
11253,0.579,si,agencia,graduado,datos,5,10000+,privada,1,0.33,0
27474,0.579,si,agencia,graduado,datos,14,<10,privada,1,0.33,0
3023,0.579,si,agencia,graduado,datos,3,1000-4999,privada,2,0.33,0
18248,0.579,si,agencia,graduado,datos,20,1000-4999,privada,5,0.33,0
14204,0.579,si,agencia,graduado,datos,4,50-99,startup,1,0.33,0
7634,0.579,si,agencia,graduado,datos,20,10000+,privada,1,0.33,0
5591,0.579,si,agencia,graduado,datos,7,500-999,privada,3,0.32,0
4344,0.579,si,agencia,graduado,datos,16,1000-4999,privada,1,0.32,0
1600,0.579,si,agencia,graduado,datos,10,<10,privada,1,0.32,0
5634,0.579,si,agencia,graduado,datos,14,<10,privada,2,0.32,0
31288,0.579,si,agencia,graduado,datos,10,100-500,privada,5,0.32,0
12986,0.579,si,agencia,graduado,datos,12,100-500,ong,2,0.32,0
15080,0.579,si,agencia,graduado,datos,11,500-999,privada,2,0.32,0
6248,0.579,si,agencia,graduado,datos,10,1000-4999,privada,5,0.32,0
28678,0.579,si,agencia,graduado,datos,4,100-500,privada,2,0.32,0
11206,0.579,si,agencia,graduado,datos,6,100-500,ong,1,0.32,0
16056,0.579,si,agencia,graduado,datos,8,10/49,privada,1,0.32,0
23237,0.579,si,agencia,graduado,datos,10,10/49,privada,3,0.32,0
13231,0.579,si,agencia,graduado,datos,9,50-99,privada,4,0.32,0
8246,0.579,si,agencia,graduado,datos,14,500-999,privada,1,0.32,0
2602,0.579,si,agencia,graduado,datos,10,10000+,privada,1,0.32,0
5760,0.579,si,agencia,graduado,datos,5,50-99,privada,1,0.32,0
18770,0.579,si,agencia,graduado,datos,10,10000+,privada,2,0.32,0
22767,0.579,si,agencia,graduado,datos,5,1000-4999,privada,1,0.32,0
24226,0.579,si,agencia,graduado,datos,1,50-99,privada,1,0.32,0
5158,0.579,si,agencia,graduado,datos,6,100-500,privada,1,0.32,0
26639,0.579,si,agencia,graduado,operaciones,3,100-500,ong,1,0.32,0
30200,0.579,si,agencia,graduado,datos,6,10000+,privada,1,0.32,0
2771,0.579,si,agencia,graduado,datos,5,<10,startup,3,0.32,0
24122,0.579,si,agencia,graduado,datos,18,50-99,privada,5,0.32,0
13310,0.579,si,agencia,graduado,datos,5,50-99,privada,1,0.32,0
5602,0.579,si,agencia,graduado,datos,4,100-500,ong,1,0.32,0
5876,0.579,si,agencia,graduado,datos,1,100-500,privada,0,0.32,0
18580,0.579,si,agencia,graduado,datos,10,1000-4999,privada,2,0.32,0
12104,0.579,si,agencia,graduado,datos,9,5000-9999,privada,2,0.32,0
28992,0.579,si,agencia,graduado,datos,5,10000+,privada,1,0.32,0
26084,0.579,si,agencia,graduado,datos,10,50-99,privada,1,0.32,0
20368,0.579,si,agencia,graduado,datos,2,50-99,privada,2,0.32,0
10695,0.579,si,agencia,graduado,datos,4,50-99,privada,1,0.32,0
14486,0.579,si,agencia,graduado,datos,5,500-999,startup,1,0.32,0
10653,0.579,si,agencia,graduado,datos,3,<10,privada,1,0.32,0
27375,0.579,si,agencia,graduado,datos,12,500-999,privada,5,0.32,0
2386,0.579,si,agencia,graduado,datos,2,5000-9999,privada,2,0.32,0
29837,0.579,si,agencia,graduado,datos,5,100-500,privada,1,0.32,0
17790,0.579,si,agencia,graduado,datos,10,10/49,privada,5,0.32,0
2007,0.579,si,agencia,graduado,datos,5,<10,privada,1,0.32,0
5942,0.579,si,agencia,graduado,datos,4,50-99,privada,1,0.32,0
19736,0.579,si,agencia,graduado,datos,7,50-99,privada,2,0.32,0
28855,0.579,si,agencia,graduado,it,10,10000+,privada,3,0.32,0
16581,0.579,si,agencia,graduado,datos,20,10/49,privada,2,0.32,0
21813,0.579,si,agencia,graduado,datos,5,5000-9999,privada,1,0.32,0
29733,0.579,si,agencia,graduado,administracion,19,500-999,ong,1,0.32,0
859,0.579,si,agencia,graduado,datos,6,10000+,privada,1,0.32,0
47,0.579,si,agencia,graduado,datos,5,50-99,startup,1,0.32,0
27019,0.579,si,agencia,graduado,datos,20,50-99,privada,1,0.32,0
9084,0.579,si,agencia,graduado,datos,11,10/49,privada,1,0.32,0
13713,0.579,si,agencia,graduado,datos,1,10000+,publica,1,0.32,0
30127,0.579,si,agencia,graduado,datos,15,10/49,startup,1,0.32,0
25080,0.579,si,agencia,graduado,datos,20,500-999,privada,4,0.32,0
13574,0.579,si,agencia,graduado,datos,7,50-99,privada,1,0.32,0
32502,0.579,si,agencia,graduado,datos,12,50-99,privada,5,0.32,0
27691,0.579,si,agencia,graduado,datos,6,50-99,privada,1,0.32,0
3064,0.579,si,agencia,graduado,operaciones,8,1000-4999,privada,2,0.32,0
9146,0.579,si,agencia,graduado,datos,20,<10,privada,5,0.32,0
17432,0.579,si,agencia,graduado,datos,13,50-99,privada,5,0.32,0
352,0.579,si,agencia,graduado,datos,16,10/49,privada,5,0.32,0
1487,0.579,si,agencia,graduado,datos,3,50-99,privada,3,0.32,0
32704,0.579,si,agencia,graduado,datos,8,100-500,privada,1,0.32,0
10883,0.579,si,agencia,graduado,finanzas,1,10/49,startup,1,0.32,0
10385,0.579,si,agencia,graduado,datos,20,10000+,privada,5,0.32,0
2747,0.579,si,agencia,graduado,datos,15,100-500,startup,1,0.32,0
19803,0.579,si,agencia,graduado,operaciones,4,100-500,privada,1,0.32,0
1414,0.579,si,agencia,graduado,datos,5,10/49,startup,0,0.31,0
4247,0.579,si,agencia,graduado,datos,20,50-99,privada,5,0.31,0
28688,0.579,si,agencia,graduado,datos,13,500-999,privada,5,0.3,0
32872,0.579,si,agencia,graduado,datos,3,10000+,privada,1,0.29,0
5223,0.579,si,agencia,graduado,datos,7,100-500,ong,1,0.29,0
1472,0.579,si,agencia,graduado,datos,20,10000+,privada,5,0.29,0
31038,0.579,si,agencia,graduado,datos,3,10/49,startup,1,0.29,0
6429,0.579,si,agencia,graduado,datos,11,100-500,privada,5,0.29,0
6632,0.579,si,agencia,graduado,datos,15,5000-9999,publica,5,0.29,0
12593,0.579,si,agencia,graduado,people,4,100-500,privada,3,0.28,0
12439,0.579,si,agencia,graduado,datos,16,500-999,privada,2,0.28,0
8876,0.579,si,agencia,graduado,datos,6,10/49,startup,1,0.28,0
10620,0.579,si,agencia,graduado,finanzas,4,50-99,startup,1,0.28,0
25206,0.579,si,agencia,graduado,datos,20,<10,privada,2,0.28,0
19057,0.579,si,agencia,graduado,datos,11,50-99,privada,1,0.27,0
10545,0.579,si,agencia,graduado,datos,14,1000-4999,privada,5,0.27,0
6445,0.579,si,agencia,graduado,datos,9,50-99,privada,5,0.27,0
27940,0.579,si,agencia,graduado,datos,20,50-99,startup,2,0.27,0
13455,0.579,si,agencia,graduado,people,11,50-99,privada,1,0.27,0
2359,0.579,si,agencia,graduado,datos,4,100-500,privada,1,0.27,0
30151,0.579,si,agencia,graduado,datos,17,10000+,privada,1,0.26,0
21276,0.579,si,agencia,graduado,datos,20,10000+,privada,4,0.26,0
1786,0.579,si,agencia,graduado,datos,20,100-500,privada,1,0.26,0
13205,0.579,si,agencia,graduado,datos,10,500-999,privada,1,0.26,0
25368,0.579,si,agencia,graduado,datos,6,100-500,privada,4,0.25,0
5337,0.579,si,agencia,graduado,datos,5,1000-4999,privada,2,0.25,0
15487,0.579,si,agencia,graduado,datos,20,1000-4999,privada,1,0.25,0
3796,0.579,si,agencia,graduado,datos,20,10000+,privada,5,0.25,0
8852,0.579,si,agencia,graduado,operaciones,4,10/49,privada,1,0.24,0
11098,0.579,si,agencia,graduado,datos,8,100-500,privada,1,0.24,0
5470,0.579,si,agencia,graduado,datos,14,100-500,privada,4,0.24,0
27285,0.579,si,agencia,graduado,datos,20,<10,privada,5,0.24,0
7696,0.579,si,agencia,graduado,datos,9,50-99,startup,1,0.24,0
31427,0.579,si,agencia,graduado,datos,16,<10,startup,3,0.24,0
24028,0.579,si,agencia,graduado,finanzas,2,100-500,privada,1,0.24,0
1599,0.579,si,agencia,graduado,datos,18,100-500,privada,5,0.24,0
4886,0.579,si,agencia,graduado,datos,3,<10,privada,1,0.24,0
5774,0.579,si,agencia,graduado,datos,9,100-500,privada,5,0.24,0
17159,0.579,si,agencia,graduado,datos,16,10000+,privada,5,0.24,0
21576,0.579,si,agencia,graduado,marketing,4,50-99,privada,4,0.24,0
21753,0.579,si,agencia,graduado,datos,3,10000+,privada,1,0.24,0
26520,0.579,si,agencia,graduado,datos,8,10000+,privada,1,0.24,0
24917,0.579,si,agencia,graduado,datos,3,<10,privada,1,0.24,0
28142,0.579,si,agencia,graduado,datos,9,500-999,privada,5,0.24,0
2564,0.579,si,agencia,graduado,datos,19,10000+,privada,2,0.24,0
13318,0.579,si,agencia,graduado,datos,4,100-500,privada,2,0.24,0
940,0.579,si,agencia,graduado,datos,18,50-99,privada,5,0.24,0
5828,0.579,si,agencia,graduado,datos,10,50-99,privada,4,0.24,0
26346,0.579,si,agencia,graduado,datos,20,50-99,privada,3,0.24,0
2713,0.579,si,agencia,graduado,datos,10,10000+,privada,1,0.24,0
7790,0.579,si,agencia,graduado,datos,9,50-99,privada,1,0.24,0
20055,0.579,si,agencia,graduado,operaciones,12,100-500,privada,4,0.24,0
29032,0.579,si,agencia,graduado,datos,12,10/49,privada,3,0.24,0
12833,0.579,si,agencia,graduado,operaciones,20,100-500,privada,1,0.24,0
16933,0.579,si,agencia,graduado,datos,6,50-99,privada,2,0.24,0
24447,0.579,si,agencia,graduado,datos,20,100-500,privada,5,0.24,0
826,0.579,si,agencia,graduado,datos,20,1000-4999,otra,1,0.24,0
25669,0.579,si,agencia,graduado,datos,20,50-99,privada,2,0.24,0
17322,0.579,si,agencia,graduado,datos,10,10000+,privada,4,0.24,0
19022,0.579,si,agencia,graduado,operaciones,17,<10,privada,2,0.24,0
20003,0.579,si,agencia,graduado,datos,5,10/49,privada,1,0.24,0
17784,0.579,si,agencia,graduado,datos,6,10/49,privada,1,0.24,0
19628,0.579,si,agencia,graduado,datos,8,<10,startup,0,0.24,0
12618,0.579,si,agencia,graduado,datos,6,50-99,privada,1,0.24,0
8914,0.579,si,agencia,graduado,datos,12,50-99,privada,2,0.24,0
18317,0.579,si,agencia,graduado,datos,5,100-500,privada,1,0.24,0
25065,0.579,si,agencia,graduado,datos,4,500-999,privada,2,0.24,0
3298,0.579,si,agencia,graduado,datos,19,10000+,privada,5,0.24,0
10476,0.579,si,agencia,graduado,datos,20,50-99,startup,2,0.24,0
18644,0.579,si,agencia,graduado,datos,11,10/49,privada,5,0.24,0
3344,0.579,si,agencia,graduado,datos,4,50-99,startup,1,0.24,0
30239,0.579,si,agencia,graduado,datos,11,10/49,startup,1,0.24,0
28660,0.579,si,agencia,graduado,datos,5,10000+,privada,1,0.24,0
19315,0.579,si,agencia,graduado,people,2,100-500,privada,1,0.24,0
27997,0.579,si,agencia,graduado,finanzas,4,50-99,startup,1,0.24,0
31974,0.579,si,agencia,graduado,datos,20,100-500,privada,1,0.24,0
26345,0.579,si,agencia,graduado,datos,9,5000-9999,privada,5,0.24,0
9637,0.579,si,agencia,graduado,datos,20,<10,privada,4,0.24,0
8893,0.579,si,agencia,graduado,finanzas,20,10000+,privada,4,0.24,0
27462,0.579,si,agencia,graduado,operaciones,20,10000+,privada,1,0.24,0
4182,0.579,si,agencia,graduado,datos,5,50-99,startup,1,0.24,0
4366,0.579,si,agencia,graduado,datos,9,10/49,privada,1,0.24,0
4023,0.579,si,agencia,graduado,datos,5,100-500,ong,1,0.24,0
10771,0.579,si,agencia,graduado,datos,20,10/49,privada,2,0.24,0
21320,0.579,si,agencia,graduado,datos,9,50-99,privada,1,0.24,0
7338,0.579,si,agencia,graduado,datos,20,100-500,ong,5,0.23,0
7658,0.579,si,agencia,graduado,datos,4,<10,privada,1,0.22,0
16406,0.579,si,agencia,graduado,datos,6,10/49,privada,1,0.22,0
3490,0.579,si,agencia,graduado,datos,5,10/49,startup,2,0.2,0
27741,0.579,si,agencia,graduado,datos,13,1000-4999,privada,1,0.2,0
18274,0.579,si,agencia,graduado,datos,9,<10,startup,1,0.2,0
22128,0.579,si,agencia,graduado,datos,6,10000+,privada,1,0.2,0
25832,0.579,si,agencia,graduado,datos,17,100-500,startup,1,0.2,0
30085,0.579,si,agencia,graduado,datos,16,100-500,privada,1,0.2,0
4161,0.579,si,agencia,graduado,datos,6,100-500,privada,1,0.2,0
32108,0.579,si,agencia,graduado,datos,8,<10,privada,1,0.2,0
790,0.579,si,agencia,graduado,datos,20,10000+,privada,3,0.2,0
8553,0.579,si,agencia,graduado,datos,7,5000-9999,privada,1,0.2,0
907,0.579,si,agencia,graduado,datos,20,50-99,privada,5,0.2,0
25453,0.579,si,agencia,graduado,datos,20,50-99,privada,5,0.2,0
13229,0.579,si,agencia,graduado,datos,20,10000+,privada,5,0.2,0
550,0.579,si,agencia,graduado,datos,19,50-99,privada,5,0.2,0
14417,0.579,si,agencia,graduado,administracion,20,10000+,privada,4,0.2,0
22074,0.579,si,agencia,graduado,datos,8,100-500,privada,3,0.2,0
26205,0.579,si,agencia,graduado,finanzas,12,10000+,privada,2,0.2,0
28162,0.579,si,agencia,graduado,finanzas,2,100-500,privada,1,0.2,0
30919,0.579,si,agencia,graduado,datos,20,100-500,privada,3,0.18,0
17745,0.579,si,agencia,graduado,datos,3,50-99,privada,2,0.18,0
1734,0.579,si,agencia,graduado,datos,12,50-99,privada,2,0.17,0
17913,0.579,si,agencia,graduado,datos,3,100-500,ong,1,0.17,0
4430,0.579,si,agencia,graduado,datos,13,<10,privada,2,0.16,0
2188,0.579,si,agencia,graduado,datos,7,<10,startup,2,0.16,0
10986,0.579,si,agencia,graduado,datos,10,100-500,privada,5,0.16,0
33003,0.579,si,agencia,graduado,datos,15,50-99,privada,1,0.16,0
1008,0.579,si,agencia,graduado,datos,15,10000+,publica,1,0.16,0
3034,0.579,si,agencia,graduado,datos,6,1000-4999,privada,1,0.16,0
28587,0.579,si,agencia,graduado,datos,3,10000+,ong,2,0.16,0
22112,0.579,si,agencia,graduado,datos,13,50-99,startup,1,0.16,0
31798,0.579,si,agencia,graduado,datos,14,1000-4999,privada,1,0.16,0
5752,0.579,si,agencia,graduado,datos,7,100-500,privada,1,0.16,0
72,0.579,si,agencia,graduado,operaciones,1,10/49,privada,1,0.16,0
2988,0.579,si,agencia,graduado,datos,2,10000+,privada,1,0.16,0
3514,0.579,si,agencia,graduado,datos,9,10000+,privada,1,0.16,0
22666,0.579,si,agencia,graduado,finanzas,7,10/49,privada,1,0.16,0
7641,0.579,si,agencia,graduado,datos,4,50-99,privada,1,0.16,0
13327,0.579,si,agencia,graduado,datos,5,50-99,privada,1,0.16,0
19429,0.579,si,agencia,graduado,datos,7,10000+,privada,0,0.16,0
22431,0.579,si,agencia,graduado,datos,6,50-99,ong,5,0.16,0
2352,0.579,si,agencia,graduado,datos,3,50-99,startup,3,0.16,0
25245,0.579,si,agencia,graduado,datos,12,50-99,privada,1,0.16,0
21847,0.579,si,agencia,graduado,datos,16,10000+,privada,5,0.16,0
5764,0.579,si,agencia,graduado,datos,2,5000-9999,privada,2,0.16,0
29090,0.579,si,agencia,graduado,datos,10,1000-4999,privada,1,0.16,0
19446,0.579,si,agencia,graduado,datos,2,100-500,startup,1,0.16,0
20412,0.579,si,agencia,graduado,datos,4,50-99,privada,3,0.16,0
30112,0.579,si,agencia,graduado,datos,7,50-99,privada,3,0.16,0
7319,0.579,si,agencia,graduado,datos,12,1000-4999,privada,2,0.16,0
24039,0.579,si,agencia,graduado,datos,15,500-999,privada,2,0.16,0
27632,0.579,si,agencia,graduado,marketing,10,<10,startup,1,0.15,0
18295,0.579,si,agencia,graduado,datos,17,50-99,startup,2,0.15,0
14518,0.579,si,agencia,graduado,datos,20,100-500,startup,4,0.15,0
30161,0.579,si,agencia,graduado,datos,4,500-999,privada,0,0.15,0
5916,0.579,si,agencia,graduado,datos,2,100-500,privada,1,0.15,0
23166,0.579,si,agencia,graduado,datos,4,50-99,privada,1,0.15,0
29132,0.579,si,agencia,graduado,datos,9,50-99,privada,1,0.15,0
32448,0.579,si,agencia,graduado,datos,11,100-500,privada,1,0.15,0
23593,0.579,si,agencia,graduado,datos,20,10000+,privada,0,0.15,0
130,0.579,si,agencia,graduado,datos,16,1000-4999,publica,5,0.15,0
7435,0.579,si,agencia,graduado,administracion,20,10000+,privada,5,0.15,0
10886,0.579,si,agencia,graduado,datos,12,5000-9999,privada,4,0.15,0
9409,0.579,si,agencia,graduado,datos,4,50-99,privada,3,0.14,0
8745,0.579,si,agencia,graduado,datos,16,1000-4999,privada,5,0.14,0
6571,0.579,si,agencia,graduado,datos,11,50-99,privada,1,0.13,0
2674,0.579,si,agencia,graduado,marketing,7,<10,privada,1,0.13,0
28261,0.579,si,agencia,graduado,marketing,20,1000-4999,otra,5,0.13,0
12277,0.579,si,agencia,graduado,datos,14,10/49,startup,1,0.13,0
31074,0.579,si,agencia,graduado,datos,6,100-500,privada,1,0.13,0
12660,0.579,si,agencia,graduado,datos,5,10/49,privada,1,0.13,0
32080,0.579,si,agencia,graduado,datos,2,100-500,privada,2,0.13,0
8261,0.579,si,agencia,graduado,datos,7,500-999,privada,1,0.13,0
6350,0.579,si,agencia,graduado,datos,15,100-500,privada,1,0.13,0
15985,0.579,si,agencia,graduado,datos,2,10000+,privada,2,0.13,0
14665,0.579,si,agencia,graduado,datos,2,500-999,privada,2,0.13,0
19170,0.579,si,agencia,graduado,datos,5,5000-9999,privada,1,0.13,0
28746,0.579,si,agencia,graduado,finanzas,6,50-99,privada,1,0.13,0
24922,0.579,si,agencia,graduado,datos,4,<10,startup,1,0.13,0
26100,0.579,si,agencia,graduado,datos,6,1000-4999,privada,1,0.13,0
32610,0.579,si,agencia,graduado,datos,9,500-999,publica,1,0.13,0
7596,0.579,si,agencia,graduado,administracion,10,50-99,privada,1,0.13,0
19223,0.579,si,agencia,graduado,datos,10,10000+,privada,1,0.13,0
15259,0.579,si,agencia,graduado,datos,15,10/49,privada,5,0.13,0
8621,0.579,si,agencia,graduado,datos,6,10000+,privada,5,0.13,0
19312,0.579,si,agencia,graduado,datos,19,500-999,privada,5,0.13,0
4522,0.579,si,agencia,graduado,datos,20,50-99,startup,5,0.13,0
10196,0.579,si,agencia,graduado,datos,16,500-999,privada,3,0.13,0
8790,0.579,si,agencia,graduado,finanzas,3,50-99,publica,2,0.13,0
18098,0.579,si,agencia,graduado,datos,20,100-500,privada,2,0.13,0
419,0.579,si,agencia,graduado,datos,20,50-99,privada,2,0.13,0
24437,0.579,si,agencia,graduado,administracion,2,1000-4999,privada,2,0.13,0
26744,0.579,si,agencia,graduado,people,20,50-99,privada,2,0.13,0
29780,0.579,si,agencia,graduado,people,17,1000-4999,privada,2,0.13,0
3956,0.579,si,agencia,graduado,datos,20,100-500,privada,1,0.13,0
28527,0.579,si,agencia,graduado,datos,13,10000+,privada,1,0.13,0
7199,0.579,si,agencia,graduado,datos,5,50-99,privada,3,0.12,0
21083,0.579,si,agencia,graduado,datos,20,1000-4999,privada,2,0.12,0
2047,0.579,si,agencia,graduado,datos,4,100-500,privada,0,0.12,0
4687,0.579,si,agencia,graduado,datos,16,50-99,privada,1,0.12,0
21409,0.579,si,agencia,graduado,datos,6,50-99,privada,2,0.12,0
30596,0.579,si,agencia,graduado,datos,20,<10,privada,5,0.12,0
24657,0.579,si,agencia,graduado,datos,2,50-99,privada,1,0.12,0
8290,0.579,si,agencia,graduado,datos,5,100-500,privada,1,0.12,0
32789,0.579,si,agencia,graduado,datos,20,100-500,privada,4,0.12,0
15839,0.579,si,agencia,graduado,datos,6,10/49,privada,3,0.12,0
20810,0.579,si,agencia,graduado,administracion,14,10/49,privada,3,0.12,0
13877,0.579,si,agencia,graduado,datos,20,5000-9999,privada,2,0.12,0
10904,0.579,si,agencia,graduado,datos,11,50-99,privada,3,0.12,0
22059,0.579,si,agencia,graduado,datos,16,50-99,privada,1,0.12,0
18862,0.579,si,agencia,graduado,marketing,5,1000-4999,privada,1,0.12,0
17031,0.579,si,agencia,graduado,datos,3,10/49,privada,1,0.12,0
33161,0.579,si,agencia,graduado,datos,20,10000+,otra,1,0.12,0
2730,0.579,si,agencia,graduado,datos,11,100-500,privada,1,0.12,0
3920,0.579,si,agencia,graduado,datos,18,10000+,privada,4,0.11,0
23056,0.579,si,agencia,graduado,datos,11,50-99,privada,4,0.11,0
23314,0.579,si,agencia,graduado,datos,11,10/49,privada,1,0.11,0
16396,0.579,si,agencia,graduado,datos,4,50-99,privada,1,0.11,0
4548,0.579,si,agencia,graduado,datos,7,<10,privada,1,0.11,0
20510,0.579,si,agencia,graduado,datos,18,10/49,startup,1,0.11,0
28260,0.579,si,agencia,graduado,datos,20,10000+,privada,1,0.11,0
25969,0.579,si,agencia,graduado,datos,20,10000+,privada,5,0.11,0
2501,0.579,si,agencia,graduado,people,6,100-500,startup,1,0.11,0
16818,0.579,si,agencia,graduado,datos,3,50-99,privada,1,0.11,0
10731,0.579,si,agencia,graduado,datos,18,50-99,privada,5,0.11,0
16354,0.579,si,agencia,graduado,datos,5,10000+,privada,3,0.11,0
17416,0.579,si,agencia,graduado,datos,7,10/49,privada,1,0.11,0
27409,0.579,si,agencia,graduado,datos,20,<10,privada,5,0.11,0
16494,0.579,si,agencia,graduado,administracion,20,50-99,startup,3,0.11,0
28114,0.579,si,agencia,graduado,datos,10,5000-9999,privada,1,0.11,0
22825,0.579,si,agencia,graduado,datos,20,10000+,privada,1,0.11,0
31532,0.579,si,agencia,graduado,datos,18,100-500,privada,5,0.11,0
13546,0.579,si,agencia,graduado,datos,12,50-99,privada,5,0.11,0
9309,0.579,si,agencia,graduado,datos,20,5000-9999,publica,5,0.11,0
6385,0.579,si,agencia,graduado,datos,16,10/49,startup,2,0.11,0
28338,0.579,si,agencia,graduado,datos,20,10000+,publica,1,0.11,0
5748,0.579,si,agencia,graduado,datos,12,10/49,privada,1,0.11,0
15679,0.579,si,agencia,graduado,datos,5,100-500,ong,1,0.11,0
14649,0.579,si,agencia,graduado,datos,14,1000-4999,publica,1,0.1,0
21290,0.579,si,agencia,graduado,datos,20,100-500,privada,5,0.1,0
11909,0.579,si,agencia,graduado,datos,9,50-99,privada,5,0.1,0
7367,0.579,si,agencia,graduado,datos,6,50-99,privada,1,0.1,0
25495,0.579,si,agencia,graduado,datos,9,100-500,startup,5,0.1,0
4191,0.579,si,agencia,graduado,datos,6,100-500,privada,1,0.1,0
32933,0.579,si,agencia,graduado,datos,17,100-500,privada,5,0.1,0
15038,0.579,si,agencia,graduado,datos,8,1000-4999,privada,3,0.1,0
21102,0.579,si,agencia,graduado,datos,3,<10,privada,2,0.1,0
19037,0.579,si,agencia,graduado,marketing,20,100-500,privada,1,0.1,0
13585,0.579,si,agencia,graduado,datos,16,10/49,privada,5,0.1,0
6033,0.579,si,agencia,graduado,datos,6,<10,privada,4,0.1,0
9287,0.579,si,agencia,graduado,datos,20,1000-4999,privada,3,0.1,0
10614,0.579,si,agencia,graduado,datos,14,50-99,privada,2,0.1,0
32265,0.579,si,agencia,graduado,datos,20,<10,privada,1,0.1,0
28240,0.579,si,agencia,graduado,datos,14,<10,startup,1,0.1,0
570,0.579,si,agencia,graduado,datos,16,<10,privada,5,0.1,0
15183,0.579,si,agencia,graduado,datos,6,50-99,privada,3,0.1,0
20246,0.579,si,agencia,graduado,datos,5,50-99,privada,1,0.1,0
17240,0.579,si,agencia,graduado,datos,20,500-999,privada,1,0.1,0
15175,0.579,si,agencia,graduado,datos,20,100-500,ong,5,0.1,0
22830,0.579,si,agencia,graduado,datos,9,100-500,privada,4,0.1,0
22821,0.579,si,agencia,graduado,datos,6,100-500,publica,3,0.1,0
11647,0.579,si,agencia,graduado,datos,20,50-99,privada,1,0.1,0
16562,0.579,si,agencia,graduado,datos,8,10/49,privada,1,0.1,0
31029,0.579,si,agencia,graduado,datos,8,1000-4999,privada,1,0.1,0
18269,0.579,si,agencia,graduado,datos,12,50-99,privada,1,0.08,0
17474,0.579,si,agencia,graduado,datos,9,100-500,privada,1,0.08,0
8935,0.579,si,agencia,graduado,datos,17,5000-9999,privada,3,0.08,0
20762,0.579,si,agencia,graduado,datos,4,10/49,privada,1,0.08,0
25817,0.579,si,agencia,graduado,datos,6,10/49,startup,1,0.08,0
10850,0.579,si,agencia,graduado,datos,3,10/49,privada,1,0.08,0
8703,0.579,si,agencia,graduado,datos,7,100-500,privada,1,0.08,0
7566,0.579,si,agencia,graduado,datos,5,50-99,privada,1,0.08,0
24069,0.579,si,agencia,graduado,datos,11,50-99,privada,1,0.08,0
30192,0.579,si,agencia,graduado,datos,14,500-999,privada,1,0.08,0
29442,0.579,si,agencia,graduado,datos,8,10/49,startup,1,0.08,0
7756,0.579,si,agencia,graduado,datos,2,<10,startup,1,0.08,0
2265,0.579,si,agencia,graduado,datos,15,10000+,privada,5,0.08,0
12654,0.579,si,agencia,graduado,people,3,100-500,privada,3,0.08,0
13173,0.563,si,agencia,graduado,datos,9,<10,privada,5,0.64,0
28627,0.563,si,agencia,graduado,datos,20,50-99,privada,2,0.45,0
